-0.000000 -0.000000 0.000000 -0.000000 -0.000000 0.000000
-0.000000 -0.000000 0.000000 -0.000000 -0.000000 0.000000
-0.000000 -0.000001 0.000000 -0.000000 -0.000001 0.000000
-0.000000 -0.000002 0.000000 -0.000000 -0.000002 0.000000
-0.000000 -0.000005 0.000000 -0.000000 -0.000005 0.000000
-0.000000 -0.000007 0.000000 -0.000000 -0.000007 0.000000
-0.000000 -0.000011 0.000000 -0.000000 -0.000011 0.000000
-0.000001 -0.000016 0.000000 -0.000001 -0.000016 0.000000
-0.000001 -0.000022 0.000000 -0.000001 -0.000022 0.000000
-0.000001 -0.000028 0.000000 -0.000001 -0.000028 0.000000
-0.000001 -0.000036 0.000000 -0.000001 -0.000036 0.000000
-0.000002 -0.000044 0.000000 -0.000002 -0.000044 0.000000
-0.000002 -0.000054 0.000000 -0.000002 -0.000054 0.000000
-0.000002 -0.000065 0.000000 -0.000002 -0.000065 0.000000
-0.000003 -0.000077 0.000000 -0.000003 -0.000077 0.000000
-0.000003 -0.000089 0.000000 -0.000003 -0.000089 0.000000
-0.000004 -0.000103 0.000000 -0.000004 -0.000103 0.000000
-0.000004 -0.000118 0.000000 -0.000004 -0.000118 0.000000
-0.000005 -0.000133 0.000000 -0.000005 -0.000133 0.000000
-0.000005 -0.000150 0.000000 -0.000005 -0.000150 0.000000
-0.000006 -0.000168 0.000000 -0.000006 -0.000168 0.000000
-0.000006 -0.000187 0.000000 -0.000006 -0.000187 0.000000
-0.000007 -0.000207 0.000000 -0.000007 -0.000207 0.000000
-0.000008 -0.000227 0.000000 -0.000008 -0.000227 0.000000
-0.000009 -0.000249 0.000000 -0.000009 -0.000249 0.000000
-0.000009 -0.000272 0.000000 -0.000009 -0.000272 0.000000
-0.000010 -0.000296 0.000000 -0.000010 -0.000296 0.000000
-0.000011 -0.000320 0.000000 -0.000011 -0.000320 0.000000
-0.000012 -0.000346 0.000000 -0.000012 -0.000346 0.000000
-0.000013 -0.000373 0.000000 -0.000013 -0.000373 0.000000
-0.000014 -0.000400 0.000000 -0.000014 -0.000400 0.000000
-0.000015 -0.000429 0.000000 -0.000015 -0.000429 0.000000
-0.000016 -0.000458 0.000000 -0.000016 -0.000458 0.000000
-0.000017 -0.000489 0.000000 -0.000017 -0.000489 0.000000
-0.000018 -0.000520 0.000000 -0.000018 -0.000520 0.000000
-0.000019 -0.000553 0.000000 -0.000019 -0.000553 0.000000
-0.000020 -0.000586 0.000000 -0.000020 -0.000586 0.000000
-0.000021 -0.000620 0.000000 -0.000021 -0.000620 0.000000
-0.000023 -0.000655 0.000000 -0.000023 -0.000655 0.000000
-0.000024 -0.000691 0.000000 -0.000024 -0.000691 0.000000
-0.000025 -0.000728 0.000000 -0.000025 -0.000728 0.000000
-0.000027 -0.000766 0.000000 -0.000027 -0.000766 0.000000
-0.000028 -0.000805 0.000000 -0.000028 -0.000805 0.000000
-0.000029 -0.000845 0.000000 -0.000029 -0.000845 0.000000
-0.000031 -0.000885 0.000000 -0.000031 -0.000885 0.000000
-0.000032 -0.000927 0.000000 -0.000032 -0.000927 0.000000
-0.000034 -0.000969 0.000000 -0.000034 -0.000969 0.000000
-0.000035 -0.001013 0.000000 -0.000035 -0.001013 0.000000
-0.000037 -0.001057 0.000000 -0.000037 -0.001057 0.000000
-0.000038 -0.001102 0.000000 -0.000038 -0.001102 0.000000
-0.000040 -0.001148 0.000000 -0.000040 -0.001148 0.000000
-0.000041 -0.001195 0.000000 -0.000041 -0.001195 0.000000
-0.000043 -0.001242 0.000000 -0.000043 -0.001242 0.000000
-0.000045 -0.001291 0.000000 -0.000045 -0.001291 0.000000
-0.000046 -0.001340 0.000000 -0.000046 -0.001340 0.000000
-0.000048 -0.001391 0.000000 -0.000048 -0.001391 0.000000
-0.000050 -0.001442 0.000000 -0.000050 -0.001442 0.000000
-0.000052 -0.001494 0.000000 -0.000052 -0.001494 0.000000
-0.000054 -0.001547 0.000000 -0.000054 -0.001547 0.000000
-0.000055 -0.001601 0.000000 -0.000055 -0.001601 0.000000
-0.000057 -0.001655 0.000000 -0.000057 -0.001655 0.000000
-0.000059 -0.001711 0.000000 -0.000059 -0.001711 0.000000
-0.000061 -0.001767 0.000000 -0.000061 -0.001767 0.000000
-0.000063 -0.001824 0.000000 -0.000063 -0.001824 0.000000
-0.000065 -0.001882 0.000000 -0.000065 -0.001882 0.000000
-0.000067 -0.001941 0.000000 -0.000067 -0.001941 0.000000
-0.000069 -0.002000 0.000000 -0.000069 -0.002000 0.000000
-0.000071 -0.002061 0.000000 -0.000071 -0.002061 0.000000
-0.000074 -0.002122 0.000000 -0.000074 -0.002122 0.000000
-0.000076 -0.002184 0.000000 -0.000076 -0.002184 0.000000
-0.000078 -0.002247 0.000000 -0.000078 -0.002247 0.000000
-0.000080 -0.002311 0.000000 -0.000080 -0.002311 0.000000
-0.000082 -0.002375 0.000000 -0.000082 -0.002375 0.000000
-0.000085 -0.002441 0.000000 -0.000085 -0.002441 0.000000
-0.000087 -0.002507 0.000000 -0.000087 -0.002507 0.000000
-0.000089 -0.002574 0.000000 -0.000089 -0.002574 0.000000
-0.000092 -0.002642 0.000000 -0.000092 -0.002642 0.000000
-0.000094 -0.002710 0.000000 -0.000094 -0.002710 0.000000
-0.000096 -0.002780 0.000000 -0.000096 -0.002780 0.000000
-0.000099 -0.002850 0.000000 -0.000099 -0.002850 0.000000
-0.000101 -0.002921 0.000000 -0.000101 -0.002921 0.000000
-0.000104 -0.002993 0.000000 -0.000104 -0.002993 0.000000
-0.000106 -0.003066 0.000000 -0.000106 -0.003066 0.000000
-0.000109 -0.003139 0.000000 -0.000109 -0.003139 0.000000
-0.000111 -0.003213 0.000000 -0.000111 -0.003213 0.000000
-0.000114 -0.003288 0.000000 -0.000114 -0.003288 0.000000
-0.000117 -0.003364 0.000000 -0.000117 -0.003364 0.000000
-0.000119 -0.003441 0.000000 -0.000119 -0.003441 0.000000
-0.000122 -0.003518 0.000000 -0.000122 -0.003518 0.000000
-0.000125 -0.003597 0.000000 -0.000125 -0.003597 0.000000
-0.000128 -0.003676 0.000000 -0.000128 -0.003676 0.000000
-0.000130 -0.003755 0.000000 -0.000130 -0.003755 0.000000
-0.000133 -0.003836 0.000000 -0.000133 -0.003836 0.000000
-0.000136 -0.003917 0.000000 -0.000136 -0.003917 0.000000
-0.000139 -0.004000 0.000000 -0.000139 -0.004000 0.000000
-0.000142 -0.004083 0.000000 -0.000142 -0.004083 0.000000
-0.000145 -0.004166 0.000000 -0.000145 -0.004166 0.000000
-0.000148 -0.004251 0.000000 -0.000148 -0.004251 0.000000
-0.000151 -0.004336 0.000000 -0.000151 -0.004336 0.000000
-0.000154 -0.004422 0.000000 -0.000154 -0.004422 0.000000
-0.000157 -0.004509 0.000000 -0.000157 -0.004509 0.000000
-0.000160 -0.004597 0.000000 -0.000160 -0.004597 0.000000
-0.000163 -0.004685 0.000000 -0.000163 -0.004685 0.000000
-0.000166 -0.004775 0.000000 -0.000166 -0.004775 0.000000
-0.000169 -0.004864 0.000000 -0.000169 -0.004864 0.000000
-0.000172 -0.004955 0.000000 -0.000172 -0.004955 0.000000
-0.000175 -0.005047 0.000000 -0.000175 -0.005047 0.000000
-0.000178 -0.005139 0.000000 -0.000178 -0.005139 0.000000
-0.000182 -0.005232 0.000000 -0.000182 -0.005232 0.000000
-0.000185 -0.005326 0.000000 -0.000185 -0.005326 0.000000
-0.000188 -0.005421 0.000000 -0.000188 -0.005421 0.000000
-0.000192 -0.005516 0.000000 -0.000192 -0.005516 0.000000
-0.000195 -0.005613 0.000000 -0.000195 -0.005613 0.000000
-0.000198 -0.005710 0.000000 -0.000198 -0.005710 0.000000
-0.000202 -0.005807 0.000000 -0.000202 -0.005807 0.000000
-0.000205 -0.005906 0.000000 -0.000205 -0.005906 0.000000
-0.000209 -0.006005 0.000000 -0.000209 -0.006005 0.000000
-0.000212 -0.006105 0.000000 -0.000212 -0.006105 0.000000
-0.000216 -0.006206 0.000000 -0.000216 -0.006206 0.000000
-0.000219 -0.006308 0.000000 -0.000219 -0.006308 0.000000
-0.000223 -0.006410 0.000000 -0.000223 -0.006410 0.000000
-0.000226 -0.006514 0.000000 -0.000226 -0.006514 0.000000
-0.000230 -0.006618 0.000000 -0.000230 -0.006618 0.000000
-0.000234 -0.006723 0.000000 -0.000234 -0.006723 0.000000
-0.000237 -0.006828 0.000000 -0.000237 -0.006828 0.000000
-0.000241 -0.006935 0.000000 -0.000241 -0.006935 0.000000
-0.000245 -0.007042 0.000000 -0.000245 -0.007042 0.000000
-0.000249 -0.007150 0.000000 -0.000249 -0.007150 0.000000
-0.000252 -0.007258 0.000000 -0.000252 -0.007258 0.000000
-0.000256 -0.007368 0.000000 -0.000256 -0.007368 0.000000
-0.000260 -0.007478 0.000000 -0.000260 -0.007478 0.000000
-0.000264 -0.007589 0.000000 -0.000264 -0.007589 0.000000
-0.000268 -0.007701 0.000000 -0.000268 -0.007701 0.000000
-0.000272 -0.007814 0.000000 -0.000272 -0.007814 0.000000
-0.000276 -0.007927 0.000000 -0.000276 -0.007927 0.000000
-0.000280 -0.008041 0.000000 -0.000280 -0.008041 0.000000
-0.000284 -0.008157 0.000000 -0.000284 -0.008157 0.000000
-0.000288 -0.008272 0.000000 -0.000288 -0.008272 0.000000
-0.000292 -0.008389 0.000000 -0.000292 -0.008389 0.000000
-0.000296 -0.008506 0.000000 -0.000296 -0.008506 0.000000
-0.000300 -0.008625 0.000000 -0.000300 -0.008625 0.000000
-0.000304 -0.008744 0.000000 -0.000304 -0.008744 0.000000
-0.000308 -0.008863 0.000000 -0.000308 -0.008863 0.000000
-0.000313 -0.008984 0.000000 -0.000313 -0.008984 0.000000
-0.000317 -0.009105 0.000000 -0.000317 -0.009105 0.000000
-0.000321 -0.009228 0.000000 -0.000321 -0.009228 0.000000
-0.000325 -0.009351 0.000000 -0.000325 -0.009351 0.000000
-0.000330 -0.009475 0.000000 -0.000330 -0.009475 0.000000
-0.000334 -0.009599 0.000000 -0.000334 -0.009599 0.000000
-0.000338 -0.009725 0.000000 -0.000338 -0.009725 0.000000
-0.000343 -0.009851 0.000000 -0.000343 -0.009851 0.000000
-0.000347 -0.009978 0.000000 -0.000347 -0.009978 0.000000
-0.000352 -0.010106 0.000000 -0.000352 -0.010106 0.000000
-0.000356 -0.010235 0.000000 -0.000356 -0.010235 0.000000
-0.000361 -0.010364 0.000000 -0.000361 -0.010364 0.000000
-0.000365 -0.010495 0.000000 -0.000365 -0.010495 0.000000
-0.000370 -0.010626 0.000000 -0.000370 -0.010626 0.000000
-0.000374 -0.010758 0.000000 -0.000374 -0.010758 0.000000
-0.000379 -0.010891 0.000000 -0.000379 -0.010891 0.000000
-0.000384 -0.011024 0.000000 -0.000384 -0.011024 0.000000
-0.000389 -0.011159 0.000000 -0.000389 -0.011159 0.000000
-0.000393 -0.011294 0.000000 -0.000393 -0.011294 0.000000
-0.000398 -0.011430 0.000000 -0.000398 -0.011430 0.000000
-0.000403 -0.011567 0.000000 -0.000403 -0.011567 0.000000
-0.000408 -0.011705 0.000000 -0.000408 -0.011705 0.000000
-0.000412 -0.011844 0.000000 -0.000412 -0.011844 0.000000
-0.000417 -0.011983 0.000000 -0.000417 -0.011983 0.000000
-0.000422 -0.012124 0.000000 -0.000422 -0.012124 0.000000
-0.000427 -0.012265 0.000000 -0.000427 -0.012265 0.000000
-0.000432 -0.012407 0.000000 -0.000432 -0.012407 0.000000
-0.000437 -0.012550 0.000000 -0.000437 -0.012550 0.000000
-0.000442 -0.012694 0.000000 -0.000442 -0.012694 0.000000
-0.000447 -0.012839 0.000000 -0.000447 -0.012839 0.000000
-0.000452 -0.012984 0.000000 -0.000452 -0.012984 0.000000
-0.000457 -0.013131 0.000000 -0.000457 -0.013131 0.000000
